coin,time_ms,open,high,low,close,volume,time
ADA,1765969200000,0.37748,0.38085,0.3773,0.38038,85295.0,2025-12-17 11:00:00+00:00
ADA,1765972800000,0.38066,0.38163,0.37996,0.38009,159882.0,2025-12-17 12:00:00+00:00
ADA,1765976400000,0.38024,0.38566,0.37865,0.38427,274059.0,2025-12-17 13:00:00+00:00
ADA,1765980000000,0.38434,0.39507,0.3781,0.39507,1428423.0,2025-12-17 14:00:00+00:00
ADA,1765983600000,0.39502,0.39967,0.38035,0.38182,2892634.0,2025-12-17 15:00:00+00:00
ADA,1765987200000,0.38154,0.3845,0.36957,0.37515,1977671.0,2025-12-17 16:00:00+00:00
ADA,1765990800000,0.37516,0.37544,0.36765,0.36907,929006.0,2025-12-17 17:00:00+00:00
ADA,1765994400000,0.36902,0.37252,0.36575,0.36657,559567.0,2025-12-17 18:00:00+00:00
ADA,1765998000000,0.36675,0.36866,0.36381,0.36833,1228500.0,2025-12-17 19:00:00+00:00
ADA,1766001600000,0.36842,0.37172,0.36621,0.36795,666089.0,2025-12-17 20:00:00+00:00
ADA,1766005200000,0.36805,0.36907,0.36514,0.36594,517049.0,2025-12-17 21:00:00+00:00
ADA,1766008800000,0.36599,0.3682,0.36448,0.3679,298284.0,2025-12-17 22:00:00+00:00
ADA,1766012400000,0.36772,0.36772,0.36541,0.36692,117523.0,2025-12-17 23:00:00+00:00
ADA,1766016000000,0.36708,0.36738,0.36516,0.36633,740550.0,2025-12-18 00:00:00+00:00
ADA,1766019600000,0.36635,0.36635,0.36252,0.36437,2225553.0,2025-12-18 01:00:00+00:00
ADA,1766023200000,0.36449,0.36859,0.36365,0.36735,525552.0,2025-12-18 02:00:00+00:00
ADA,1766026800000,0.36727,0.36727,0.36243,0.36465,2220426.0,2025-12-18 03:00:00+00:00
ADA,1766030400000,0.36467,0.36646,0.36459,0.36492,204852.0,2025-12-18 04:00:00+00:00
ADA,1766034000000,0.36491,0.36491,0.36042,0.36103,462140.0,2025-12-18 05:00:00+00:00
ADA,1766037600000,0.36085,0.36207,0.36036,0.36135,539773.0,2025-12-18 06:00:00+00:00
ADA,1766041200000,0.36145,0.36275,0.36073,0.36189,192924.0,2025-12-18 07:00:00+00:00
ADA,1766044800000,0.36193,0.36466,0.36156,0.36238,1083401.0,2025-12-18 08:00:00+00:00
ADA,1766048400000,0.36236,0.36455,0.36149,0.36384,296998.0,2025-12-18 09:00:00+00:00
ADA,1766052000000,0.36378,0.36559,0.3633,0.3642,323676.0,2025-12-18 10:00:00+00:00
ADA,1766055600000,0.36448,0.36464,0.36244,0.36422,135235.0,2025-12-18 11:00:00+00:00
ADA,1766059200000,0.36456,0.36618,0.36336,0.36542,188356.0,2025-12-18 12:00:00+00:00
ADA,1766062800000,0.36547,0.37616,0.3654,0.3757,2640957.0,2025-12-18 13:00:00+00:00
ADA,1766066400000,0.37557,0.37908,0.36816,0.3703,1884566.0,2025-12-18 14:00:00+00:00
ADA,1766070000000,0.3703,0.37662,0.3682,0.37291,976444.0,2025-12-18 15:00:00+00:00
ADA,1766073600000,0.37308,0.37331,0.37021,0.37145,510082.0,2025-12-18 16:00:00+00:00
ADA,1766077200000,0.37131,0.37131,0.35061,0.35822,4061750.0,2025-12-18 17:00:00+00:00
ADA,1766080800000,0.35826,0.36205,0.35391,0.35469,991814.0,2025-12-18 18:00:00+00:00
ADA,1766084400000,0.3546,0.35573,0.34656,0.34736,2409349.0,2025-12-18 19:00:00+00:00
ADA,1766088000000,0.34747,0.35152,0.3469,0.34797,1033478.0,2025-12-18 20:00:00+00:00
ADA,1766091600000,0.34776,0.35442,0.34776,0.35435,686163.0,2025-12-18 21:00:00+00:00
ADA,1766095200000,0.35443,0.35518,0.35258,0.35388,310421.0,2025-12-18 22:00:00+00:00
ADA,1766098800000,0.35399,0.35407,0.35086,0.35124,430703.0,2025-12-18 23:00:00+00:00
ADA,1766102400000,0.35124,0.35241,0.34805,0.34981,767039.0,2025-12-19 00:00:00+00:00
ADA,1766106000000,0.34973,0.34973,0.34644,0.34792,653142.0,2025-12-19 01:00:00+00:00
ADA,1766109600000,0.34784,0.35141,0.34676,0.35053,338208.0,2025-12-19 02:00:00+00:00
ADA,1766113200000,0.35037,0.36275,0.3502,0.3592,1779399.0,2025-12-19 03:00:00+00:00
ADA,1766116800000,0.35962,0.36227,0.35961,0.36124,944858.0,2025-12-19 04:00:00+00:00
ADA,1766120400000,0.36117,0.36117,0.35924,0.36015,733324.0,2025-12-19 05:00:00+00:00
ADA,1766124000000,0.36035,0.36338,0.3597,0.36338,196400.0,2025-12-19 06:00:00+00:00
ADA,1766127600000,0.36346,0.36929,0.36345,0.36609,657998.0,2025-12-19 07:00:00+00:00
ADA,1766131200000,0.36617,0.3672,0.36462,0.36667,1654244.0,2025-12-19 08:00:00+00:00
ADA,1766134800000,0.36674,0.36679,0.3654,0.36563,191246.0,2025-12-19 09:00:00+00:00
ADA,1766138400000,0.36572,0.36653,0.36481,0.36558,133409.0,2025-12-19 10:00:00+00:00
ADA,1766142000000,0.36571,0.36681,0.36507,0.36591,81040.0,2025-12-19 11:00:00+00:00
ADA,1766145600000,0.3662,0.36731,0.36482,0.36683,594560.0,2025-12-19 12:00:00+00:00
ADA,1766149200000,0.36671,0.3675,0.36556,0.36625,245016.0,2025-12-19 13:00:00+00:00
ADA,1766152800000,0.36643,0.37289,0.36542,0.37076,620200.0,2025-12-19 14:00:00+00:00
ADA,1766156400000,0.37066,0.37862,0.36951,0.37094,822380.0,2025-12-19 15:00:00+00:00
ADA,1766160000000,0.37069,0.3796,0.37061,0.37376,575915.0,2025-12-19 16:00:00+00:00
ADA,1766163600000,0.37417,0.37722,0.36894,0.36911,538608.0,2025-12-19 17:00:00+00:00
ADA,1766167200000,0.36909,0.37406,0.36909,0.37283,235508.0,2025-12-19 18:00:00+00:00
ADA,1766170800000,0.37301,0.38027,0.37301,0.37776,260167.0,2025-12-19 19:00:00+00:00
ADA,1766174400000,0.37796,0.38022,0.37725,0.37896,228465.0,2025-12-19 20:00:00+00:00
ADA,1766178000000,0.37903,0.37903,0.37496,0.37527,127499.0,2025-12-19 21:00:00+00:00
ADA,1766181600000,0.37553,0.37801,0.37553,0.37748,98203.0,2025-12-19 22:00:00+00:00
