address,time_ms,coin,funding_usd,side,time
0x162cc7c861ebd0c06b3d72319201150482518185,1766016000000,BTC,-0.137734,funding,2025-12-18 00:00:00+00:00
0x162cc7c861ebd0c06b3d72319201150482518185,1766016000000,DOGE,-0.029173,funding,2025-12-18 00:00:00+00:00
0x162cc7c861ebd0c06b3d72319201150482518185,1766016000000,ETH,-1.351776,funding,2025-12-18 00:00:00+00:00
0x162cc7c861ebd0c06b3d72319201150482518185,1766016000000,HYPE,-653.625086,funding,2025-12-18 00:00:00+00:00
0x162cc7c861ebd0c06b3d72319201150482518185,1766016000000,IP,-25.653721,funding,2025-12-18 00:00:00+00:00
0x162cc7c861ebd0c06b3d72319201150482518185,1766016000000,LDO,-0.892231,funding,2025-12-18 00:00:00+00:00
0x162cc7c861ebd0c06b3d72319201150482518185,1766016000000,LTC,0.073357,funding,2025-12-18 00:00:00+00:00
0x162cc7c861ebd0c06b3d72319201150482518185,1766016000000,MET,1.310176,funding,2025-12-18 00:00:00+00:00
0x162cc7c861ebd0c06b3d72319201150482518185,1766016000000,MON,-17.918212,funding,2025-12-18 00:00:00+00:00
0x162cc7c861ebd0c06b3d72319201150482518185,1766016000000,MOODENG,11.734164,funding,2025-12-18 00:00:00+00:00
0x162cc7c861ebd0c06b3d72319201150482518185,1766016000000,MORPHO,0.209793,funding,2025-12-18 00:00:00+00:00
0x162cc7c861ebd0c06b3d72319201150482518185,1766016000000,PURR,-7.823216,funding,2025-12-18 00:00:00+00:00
0x162cc7c861ebd0c06b3d72319201150482518185,1766016000000,SAGA,-0.003321,funding,2025-12-18 00:00:00+00:00
0x162cc7c861ebd0c06b3d72319201150482518185,1766016000000,SOL,355.038716,funding,2025-12-18 00:00:00+00:00
0x162cc7c861ebd0c06b3d72319201150482518185,1766016000000,VIRTUAL,-2.35244,funding,2025-12-18 00:00:00+00:00
0x162cc7c861ebd0c06b3d72319201150482518185,1766016000000,XRP,24.07123,funding,2025-12-18 00:00:00+00:00
0x162cc7c861ebd0c06b3d72319201150482518185,1766102400000,BTC,-7.985316,funding,2025-12-19 00:00:00+00:00
