address,coin,side,direction,price,size,value_usd,closed_pnl,fee_usd,time_ms,is_liquidation,crossed,time,is_open,is_close,is_long,is_short
0x8af700ba841f30e0a3fcb0ee4c4a9d223e1efa05,xyz:SILVER,A,Open Short,83.655,5.97,499.42035,0.0,0.034959,1769996522662,False,True,2026-02-02 01:42:02.662000+00:00,True,False,False,True
0x8af700ba841f30e0a3fcb0ee4c4a9d223e1efa05,xyz:SILVER,A,Open Short,83.626,91.17,7624.182420000001,0.0,0.533692,1769996522662,False,True,2026-02-02 01:42:02.662000+00:00,True,False,False,True
0x8af700ba841f30e0a3fcb0ee4c4a9d223e1efa05,xyz:SILVER,A,Open Short,83.615,2.86,239.13889999999998,0.0,0.016739,1769996522662,False,True,2026-02-02 01:42:02.662000+00:00,True,False,False,True
0x8af700ba841f30e0a3fcb0ee4c4a9d223e1efa05,xyz:SILVER,A,Open Short,83.677,91.17,7628.832090000001,0.0,0.534018,1769996525035,False,True,2026-02-02 01:42:05.035000+00:00,True,False,False,True
0x8af700ba841f30e0a3fcb0ee4c4a9d223e1efa05,xyz:SILVER,A,Open Short,83.67,8.83,738.8061,0.0,0.051716,1769996525035,False,True,2026-02-02 01:42:05.035000+00:00,True,False,False,True
0x8af700ba841f30e0a3fcb0ee4c4a9d223e1efa05,xyz:SILVER,A,Open Short,83.745,91.17,7635.031650000001,0.0,0.534452,1769996526092,False,True,2026-02-02 01:42:06.092000+00:00,True,False,False,True
0x8af700ba841f30e0a3fcb0ee4c4a9d223e1efa05,xyz:SILVER,A,Open Short,83.728,8.83,739.31824,0.0,0.051752,1769996526092,False,True,2026-02-02 01:42:06.092000+00:00,True,False,False,True
0x8af700ba841f30e0a3fcb0ee4c4a9d223e1efa05,xyz:SILVER,A,Open Short,83.728,82.34,6894.16352,0.0,0.482591,1769996526236,False,True,2026-02-02 01:42:06.236000+00:00,True,False,False,True
0x8af700ba841f30e0a3fcb0ee4c4a9d223e1efa05,xyz:SILVER,A,Open Short,83.717,17.66,1478.44222,0.0,0.10349,1769996526236,False,True,2026-02-02 01:42:06.236000+00:00,True,False,False,True
0x8af700ba841f30e0a3fcb0ee4c4a9d223e1efa05,xyz:SILVER,A,Open Short,83.711,91.17,7631.93187,0.0,0.534235,1769996527720,False,True,2026-02-02 01:42:07.720000+00:00,True,False,False,True
0x8af700ba841f30e0a3fcb0ee4c4a9d223e1efa05,xyz:SILVER,A,Open Short,83.7,8.83,739.071,0.0,0.051734,1769996527720,False,True,2026-02-02 01:42:07.720000+00:00,True,False,False,True
0x8af700ba841f30e0a3fcb0ee4c4a9d223e1efa05,xyz:SILVER,A,Open Short,83.56,91.17,7618.1652,0.0,0.533271,1769996528759,False,True,2026-02-02 01:42:08.759000+00:00,True,False,False,True
0x8af700ba841f30e0a3fcb0ee4c4a9d223e1efa05,xyz:SILVER,A,Open Short,83.559,8.83,737.82597,0.0,0.051647,1769996528759,False,True,2026-02-02 01:42:08.759000+00:00,True,False,False,True
0x8af700ba841f30e0a3fcb0ee4c4a9d223e1efa05,xyz:SILVER,A,Open Short,83.609,91.17,7622.63253,0.0,0.533584,1769996529894,False,True,2026-02-02 01:42:09.894000+00:00,True,False,False,True
0x8af700ba841f30e0a3fcb0ee4c4a9d223e1efa05,xyz:SILVER,A,Open Short,83.593,8.83,738.1261900000001,0.0,0.051668,1769996529894,False,True,2026-02-02 01:42:09.894000+00:00,True,False,False,True
0x8af700ba841f30e0a3fcb0ee4c4a9d223e1efa05,xyz:SILVER,A,Open Short,83.594,91.17,7621.26498,0.0,0.533488,1769996531052,False,True,2026-02-02 01:42:11.052000+00:00,True,False,False,True
