address,coin,side,direction,price,size,value_usd,closed_pnl,fee_usd,time_ms,is_liquidation,crossed,time,is_open,is_close,is_long,is_short
0x7fe8cfe481ec2f702692a9152e3f002f3e417ac6,@219,A,Sell,0.0049,11892.56,58.273543999999994,-1192.21359121,0.02330941,1768698970140,False,False,2026-01-18 01:16:10.140000+00:00,False,False,False,False
0x7fe8cfe481ec2f702692a9152e3f002f3e417ac6,@219,A,Sell,0.0049,382925.29,1876.333921,-38387.75967126,0.75053356,1768769080752,False,False,2026-01-18 20:44:40.752000+00:00,False,False,False,False
0x7fe8cfe481ec2f702692a9152e3f002f3e417ac6,@219,A,Sell,0.0049,6590.42,32.293058,-660.68098843,0.01291722,1769115120249,False,False,2026-01-22 20:52:00.249000+00:00,False,False,False,False
0x7fe8cfe481ec2f702692a9152e3f002f3e417ac6,@219,A,Sell,0.0049,31275.51,153.24999899999997,-3135.32898669,0.06129999,1769144833582,False,False,2026-01-23 05:07:13.582000+00:00,False,False,False,False
0x7fe8cfe481ec2f702692a9152e3f002f3e417ac6,@219,A,Sell,0.0049,25102.04,122.999996,-2516.44669062,0.04919999,1769240585494,False,False,2026-01-24 07:43:05.494000+00:00,False,False,False,False
0x7fe8cfe481ec2f702692a9152e3f002f3e417ac6,@219,A,Sell,0.0049,10204.0,49.9996,-1022.93765889,0.01999984,1769332597993,False,False,2026-01-25 09:16:37.993000+00:00,False,False,False,False
0x7fe8cfe481ec2f702692a9152e3f002f3e417ac6,@219,A,Sell,0.0049,10204.0,49.9996,-1022.93765889,0.01999984,1769333199615,False,False,2026-01-25 09:26:39.615000+00:00,False,False,False,False
0x7fe8cfe481ec2f702692a9152e3f002f3e417ac6,@219,A,Sell,0.0049,10204.0,49.9996,-1022.93765889,0.01999984,1769333801352,False,False,2026-01-25 09:36:41.352000+00:00,False,False,False,False
0x7fe8cfe481ec2f702692a9152e3f002f3e417ac6,@219,A,Sell,0.0049,10204.0,49.9996,-1022.93765889,0.01999984,1769334402544,False,False,2026-01-25 09:46:42.544000+00:00,False,False,False,False
0x7fe8cfe481ec2f702692a9152e3f002f3e417ac6,@219,A,Sell,0.0049,10204.0,49.9996,-1022.93765889,0.01999984,1769335003958,False,False,2026-01-25 09:56:43.958000+00:00,False,False,False,False
0x7fe8cfe481ec2f702692a9152e3f002f3e417ac6,@219,A,Sell,0.0049,6122.44,29.999955999999997,-613.76660528,0.01199998,1769523504411,False,False,2026-01-27 14:18:24.411000+00:00,False,False,False,False
0x7fe8cfe481ec2f702692a9152e3f002f3e417ac6,@219,A,Sell,0.0049,2323883.92,11387.031207999999,-232966.32464484,4.55481248,1770638386187,False,False,2026-02-09 11:59:46.187000+00:00,False,False,False,False
0x7fe8cfe481ec2f702692a9152e3f002f3e417ac6,@219,A,Sell,0.0049,6000.0,29.4,-601.49215536,0.01176,1770638403865,False,False,2026-02-09 12:00:03.865000+00:00,False,False,False,False
0x7fe8cfe481ec2f702692a9152e3f002f3e417ac6,@219,A,Sell,0.0049,47799.29,234.216521,-4791.81632786,0.0936866,1770660338528,False,False,2026-02-09 18:05:38.528000+00:00,False,False,False,False
