address,coin,side,direction,price,size,value_usd,closed_pnl,fee_usd,time_ms,is_liquidation,crossed,time,is_open,is_close,is_long,is_short
0x675cdcb6518af36289d4e388923612bd1815ca99,@132,B,Buy,0.00133,150375.93,199.99998689999998,0.0,57.74435338,1770294018098,False,False,2026-02-05 12:20:18.098000+00:00,False,False,False,False
0x675cdcb6518af36289d4e388923612bd1815ca99,@132,B,Buy,0.001484,16846.34,24.999968560000003,0.0,6.46898921,1770307045857,False,False,2026-02-05 15:57:25.857000+00:00,False,False,False,False
0x675cdcb6518af36289d4e388923612bd1815ca99,@132,B,Buy,0.001489,7683.22,11.44031458,0.0,5.1631229,1770307047260,False,True,2026-02-05 15:57:27.260000+00:00,False,False,False,False
0x675cdcb6518af36289d4e388923612bd1815ca99,@132,A,Sell,0.00135,174836.11,236.0287485,-0.41151676,0.20581705,1770307065038,False,True,2026-02-05 15:57:45.038000+00:00,False,False,False,False
0x675cdcb6518af36289d4e388923612bd1815ca99,xyz:AMZN,B,Open Long,201.76,0.019,3.8334399999999995,0.0,0.000876,1770325574683,False,False,2026-02-05 21:06:14.683000+00:00,True,False,True,False
0x675cdcb6518af36289d4e388923612bd1815ca99,xyz:AMZN,B,Open Long,201.76,6.233,1257.57008,0.0,0.287732,1770325577776,False,False,2026-02-05 21:06:17.776000+00:00,True,False,True,False
0x675cdcb6518af36289d4e388923612bd1815ca99,xyz:AMZN,B,Open Long,201.76,6.138,1238.4028799999999,0.0,0.283346,1770325592314,False,False,2026-02-05 21:06:32.314000+00:00,True,False,True,False
0x675cdcb6518af36289d4e388923612bd1815ca99,xyz:AMZN,B,Open Long,201.63,12.398,2499.80874,0.0,0.571955,1770325592314,False,False,2026-02-05 21:06:32.314000+00:00,True,False,True,False
0x675cdcb6518af36289d4e388923612bd1815ca99,xyz:AMZN,B,Open Long,201.63,12.398,2499.80874,0.0,0.571955,1770325592314,False,False,2026-02-05 21:06:32.314000+00:00,True,False,True,False
0x675cdcb6518af36289d4e388923612bd1815ca99,xyz:AMZN,B,Open Long,201.63,3.431,691.7925299999999,0.0,0.158281,1770325592314,False,False,2026-02-05 21:06:32.314000+00:00,True,False,True,False
0x675cdcb6518af36289d4e388923612bd1815ca99,xyz:AMZN,B,Open Long,201.63,0.99,199.6137,0.0,0.04567,1770325592689,False,False,2026-02-05 21:06:32.689000+00:00,True,False,True,False
0x675cdcb6518af36289d4e388923612bd1815ca99,xyz:AMZN,B,Open Long,201.63,7.977,1608.4025100000001,0.0,0.368001,1770325596228,False,False,2026-02-05 21:06:36.228000+00:00,True,False,True,False
0x675cdcb6518af36289d4e388923612bd1815ca99,xyz:AMZN,B,Open Long,201.63,12.398,2499.80874,0.0,0.571955,1770325596228,False,False,2026-02-05 21:06:36.228000+00:00,True,False,True,False
0x675cdcb6518af36289d4e388923612bd1815ca99,xyz:AMZN,B,Open Long,203.84,12.258,2498.67072,0.0,0.571695,1770325617513,False,False,2026-02-05 21:06:57.513000+00:00,True,False,True,False
