address,time_ms,coin,funding_usd,side,time
0x932bdd2d5e21475e62d2fea8158fc5974507cb1a,1772150400000,BTC,7.120164,funding,2026-02-27 00:00:00+00:00
0x932bdd2d5e21475e62d2fea8158fc5974507cb1a,1772236800000,BTC,0.921083,funding,2026-02-28 00:00:00+00:00
0x932bdd2d5e21475e62d2fea8158fc5974507cb1a,1772755200000,BTC,-3.70864,funding,2026-03-06 00:00:00+00:00
0x932bdd2d5e21475e62d2fea8158fc5974507cb1a,1772841600000,BTC,-19.592515,funding,2026-03-07 00:00:00+00:00
0x932bdd2d5e21475e62d2fea8158fc5974507cb1a,1772928000000,BTC,-6.229283,funding,2026-03-08 00:00:00+00:00
0x932bdd2d5e21475e62d2fea8158fc5974507cb1a,1773014400000,BTC,-13.216765,funding,2026-03-09 00:00:00+00:00
0x932bdd2d5e21475e62d2fea8158fc5974507cb1a,1773100800000,BTC,-1.476604,funding,2026-03-10 00:00:00+00:00
0x932bdd2d5e21475e62d2fea8158fc5974507cb1a,1774022400074,BTC,-2.082455,funding,2026-03-20 16:00:00.074000+00:00
0x932bdd2d5e21475e62d2fea8158fc5974507cb1a,1774026000075,BTC,-1.999169,funding,2026-03-20 17:00:00.075000+00:00
0x932bdd2d5e21475e62d2fea8158fc5974507cb1a,1774029600035,BTC,-2.469494,funding,2026-03-20 18:00:00.035000+00:00
0x932bdd2d5e21475e62d2fea8158fc5974507cb1a,1774033200044,BTC,-1.459162,funding,2026-03-20 19:00:00.044000+00:00
0x932bdd2d5e21475e62d2fea8158fc5974507cb1a,1774036800034,BTC,-3.879339,funding,2026-03-20 20:00:00.034000+00:00
0x932bdd2d5e21475e62d2fea8158fc5974507cb1a,1774216800090,BTC,0.837375,funding,2026-03-22 22:00:00.090000+00:00
0x932bdd2d5e21475e62d2fea8158fc5974507cb1a,1774234800111,BTC,-0.057252,funding,2026-03-23 03:00:00.111000+00:00
0x932bdd2d5e21475e62d2fea8158fc5974507cb1a,1774242000014,BTC,-3e-06,funding,2026-03-23 05:00:00.014000+00:00
0x932bdd2d5e21475e62d2fea8158fc5974507cb1a,1774245600068,BTC,-2e-06,funding,2026-03-23 06:00:00.068000+00:00
0x932bdd2d5e21475e62d2fea8158fc5974507cb1a,1774249200043,BTC,-3e-06,funding,2026-03-23 07:00:00.043000+00:00
0x932bdd2d5e21475e62d2fea8158fc5974507cb1a,1774252800066,BTC,-2e-06,funding,2026-03-23 08:00:00.066000+00:00
