address,coin,side,direction,price,size,value_usd,closed_pnl,fee_usd,time_ms,is_liquidation,crossed,time,is_open,is_close,is_long,is_short
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,@4,A,Spot Dust Conversion,1.07124612,0.69472,0.7442161044864001,0.0,0.0,1767744000119,False,True,2026-01-07 00:00:00.119000+00:00,False,False,False,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,@150,A,Sell,0.9996,133.31,133.256676,-0.02666199,0.01432775,1768904148528,False,True,2026-01-20 10:15:48.528000+00:00,False,False,False,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,@230,A,Sell,0.99991,3.31,3.3097021,3.311e-05,0.00035585,1768904173708,False,True,2026-01-20 10:16:13.708000+00:00,False,False,False,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,@142,B,Buy,91082.0,0.16101,14665.112819999998,0.0,8.65589e-05,1768904191367,False,True,2026-01-20 10:16:31.367000+00:00,False,False,False,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,@150,A,Spot Dust Conversion,0.99911,0.000243,0.00024278373,0.0,0.0,1768953600063,False,True,2026-01-21 00:00:00.063000+00:00,False,False,False,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,@230,A,Spot Dust Conversion,1.0,0.00901327,0.00901327,0.0,0.0,1768953600063,False,True,2026-01-21 00:00:00.063000+00:00,False,False,False,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,@142,A,Sell,82890.0,0.06,4973.4,-494.45951869,2.67369984,1769757185560,False,True,2026-01-30 07:13:05.560000+00:00,False,False,False,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,@142,A,Sell,82885.0,0.10092,8364.7542,-832.18551044,4.49689185,1769757185560,False,True,2026-01-30 07:13:05.560000+00:00,False,False,False,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,B,Open Long,82889.0,0.39404,32661.58156,0.0,11.287842,1769757295316,False,True,2026-01-30 07:14:55.316000+00:00,True,False,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,B,Open Long,82889.0,0.14664,12154.84296,0.0,4.200713,1769757295316,False,True,2026-01-30 07:14:55.316000+00:00,True,False,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,B,Open Long,82889.0,0.18314,15180.29146,0.0,5.246308,1769757295316,False,True,2026-01-30 07:14:55.316000+00:00,True,False,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,B,Open Long,82889.0,0.27522,22812.710580000003,0.0,7.884072,1769757295316,False,True,2026-01-30 07:14:55.316000+00:00,True,False,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,B,Open Long,82889.0,0.15579,12913.277310000001,0.0,4.462828,1769757295316,False,True,2026-01-30 07:14:55.316000+00:00,True,False,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,B,Open Long,82889.0,0.31032,25722.11448,0.0,8.889562,1769757295316,False,True,2026-01-30 07:14:55.316000+00:00,True,False,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,B,Open Long,82889.0,0.46315,38390.04035,0.0,13.267597,1769757295316,False,True,2026-01-30 07:14:55.316000+00:00,True,False,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,B,Open Long,82889.0,0.20535,17021.25615,0.0,5.882546,1769757295316,False,True,2026-01-30 07:14:55.316000+00:00,True,False,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,B,Open Long,82889.0,0.14664,12154.84296,0.0,4.200713,1769757295316,False,True,2026-01-30 07:14:55.316000+00:00,True,False,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,B,Open Long,82889.0,0.46315,38390.04035,0.0,13.267597,1769757295316,False,True,2026-01-30 07:14:55.316000+00:00,True,False,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,B,Open Long,82889.0,0.15951,13221.62439,0.0,4.569393,1769757295316,False,True,2026-01-30 07:14:55.316000+00:00,True,False,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,B,Open Long,82889.0,0.35919,29772.89991,0.0,10.289514,1769757295316,False,True,2026-01-30 07:14:55.316000+00:00,True,False,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,B,Open Long,82889.0,0.10629,8810.27181,0.0,3.044829,1769757295316,False,True,2026-01-30 07:14:55.316000+00:00,True,False,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,B,Open Long,82889.0,0.20783,17226.82087,0.0,5.953589,1769757295316,False,True,2026-01-30 07:14:55.316000+00:00,True,False,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,B,Open Long,82889.0,0.17591,14581.003990000001,0.0,5.039194,1769757295316,False,True,2026-01-30 07:14:55.316000+00:00,True,False,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,B,Open Long,82889.0,0.14664,12154.84296,0.0,4.200713,1769757295316,False,True,2026-01-30 07:14:55.316000+00:00,True,False,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,B,Open Long,82889.0,0.05319,4408.86591,0.0,1.523704,1769757295316,False,True,2026-01-30 07:14:55.316000+00:00,True,False,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,B,Open Long,82889.0,0.00979,811.48331,0.0,0.280448,1769757295316,False,True,2026-01-30 07:14:55.316000+00:00,True,False,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,B,Open Long,82889.0,0.00024,19.89336,0.0,0.006875,1769757295316,False,True,2026-01-30 07:14:55.316000+00:00,True,False,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,B,Open Long,82889.0,0.1171,9706.3019,0.0,3.354497,1769757295316,False,True,2026-01-30 07:14:55.316000+00:00,True,False,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,B,Open Long,82889.0,0.22043,18271.22227,0.0,6.314534,1769757295316,False,True,2026-01-30 07:14:55.316000+00:00,True,False,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,B,Open Long,82889.0,0.39998,33153.94222,0.0,11.458002,1769757295316,False,True,2026-01-30 07:14:55.316000+00:00,True,False,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,B,Open Long,82891.0,0.44198,36636.16418,0.0,12.661458,1769757295316,False,True,2026-01-30 07:14:55.316000+00:00,True,False,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,@243,A,Sell,0.02069,1463.2,30.273608,-17.88761999,0.01627509,1769799581309,False,True,2026-01-30 18:59:41.309000+00:00,False,False,False,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,@142,A,Spot Dust Conversion,84150.0,3.4411e-06,0.289568565,0.0,0.0,1769817600171,False,True,2026-01-31 00:00:00.171000+00:00,False,False,False,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,@243,A,Spot Dust Conversion,0.020182,0.070665,0.00142616103,0.0,0.0,1769817600171,False,True,2026-01-31 00:00:00.171000+00:00,False,False,False,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,A,Close Long,81269.0,0.00965,784.24585,-15.633965,0.271035,1769869639789,True,True,2026-01-31 14:27:19.789000+00:00,False,True,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,A,Close Long,81269.0,0.91523,74379.82687,-1482.764123,25.705668,1769869639789,True,True,2026-01-31 14:27:19.789000+00:00,False,True,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,A,Close Long,81268.0,0.00014,11.377519999999999,-0.226954,0.003932,1769869639789,True,True,2026-01-31 14:27:19.789000+00:00,False,True,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,A,Close Long,81267.0,0.025,2031.6750000000002,-40.5525,0.702146,1769869639789,True,True,2026-01-31 14:27:19.789000+00:00,False,True,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,A,Close Long,81267.0,0.00024,19.504080000000002,-0.389304,0.00674,1769869639789,True,True,2026-01-31 14:27:19.789000+00:00,False,True,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,A,Close Long,81266.0,0.0132,1072.7112,-21.42492,0.370728,1769869639789,True,True,2026-01-31 14:27:19.789000+00:00,False,True,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,A,Close Long,81266.0,0.06484,5269.287439999999,-105.241804,1.821065,1769869639789,True,True,2026-01-31 14:27:19.789000+00:00,False,True,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,A,Close Long,81122.0,0.73602,59707.41444,-1300.620942,20.634882,1769869913442,True,True,2026-01-31 14:31:53.442000+00:00,False,True,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,A,Close Long,81122.0,0.08662,7026.7876400000005,-153.066202,2.428457,1769869913442,True,True,2026-01-31 14:31:53.442000+00:00,False,True,True,False
0x7007c7c32cb120961c011c38f5aad2f0dbb05c73,BTC,A,Close Long,80800.0,0.65811,53175.288,-1374.857601,18.377379,1769870321116,True,True,2026-01-31 14:38:41.116000+00:00,False,True,True,False
