address,time_ms,coin,funding_usd,side,time
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769040000000,TAO,20.320495,funding,2026-01-22 00:00:00+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769126400000,TAO,-44.146229,funding,2026-01-23 00:00:00+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769212800000,TAO,-57.100654,funding,2026-01-24 00:00:00+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769299200000,TAO,-24.206877,funding,2026-01-25 00:00:00+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769385600000,TAO,7.262966,funding,2026-01-26 00:00:00+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769472000000,TAO,-48.939602,funding,2026-01-27 00:00:00+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769558400090,TAO,-2.380719,funding,2026-01-28 00:00:00.090000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769562000024,TAO,-2.38242,funding,2026-01-28 01:00:00.024000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769565600053,TAO,-2.375418,funding,2026-01-28 02:00:00.053000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769569200047,TAO,-2.373617,funding,2026-01-28 03:00:00.047000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769572800114,TAO,-2.374718,funding,2026-01-28 04:00:00.114000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769576400046,TAO,-2.358713,funding,2026-01-28 05:00:00.046000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769580000127,TAO,-2.373717,funding,2026-01-28 06:00:00.127000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769583600070,TAO,-2.374918,funding,2026-01-28 07:00:00.070000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769587200044,TAO,-2.372517,funding,2026-01-28 08:00:00.044000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769590800042,TAO,-2.363714,funding,2026-01-28 09:00:00.042000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769594400038,TAO,-2.392723,funding,2026-01-28 10:00:00.038000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769598000016,TAO,-2.38122,funding,2026-01-28 11:00:00.016000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769601600051,TAO,-2.413729,funding,2026-01-28 12:00:00.051000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769605200094,TAO,-2.396724,funding,2026-01-28 13:00:00.094000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769608800054,TAO,-2.406727,funding,2026-01-28 14:00:00.054000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769612400003,TAO,-1.821662,funding,2026-01-28 15:00:00.003000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769616000022,TAO,-2.38412,funding,2026-01-28 16:00:00.022000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769619600048,TAO,-2.374718,funding,2026-01-28 17:00:00.048000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769623200020,TAO,-2.387722,funding,2026-01-28 18:00:00.020000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769626800072,TAO,-2.368416,funding,2026-01-28 19:00:00.072000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769630400063,TAO,-2.373317,funding,2026-01-28 20:00:00.063000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769634000108,TAO,-2.378919,funding,2026-01-28 21:00:00.108000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769637600010,TAO,-2.379719,funding,2026-01-28 22:00:00.010000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769641200022,TAO,-2.402526,funding,2026-01-28 23:00:00.022000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769644800027,TAO,-2.38272,funding,2026-01-29 00:00:00.027000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769648400021,TAO,-2.377118,funding,2026-01-29 01:00:00.021000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769652000049,TAO,-2.339707,funding,2026-01-29 02:00:00.049000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769655600013,TAO,-2.304696,funding,2026-01-29 03:00:00.013000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769659200038,TAO,-0.080012,funding,2026-01-29 04:00:00.038000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769662800051,TAO,1.765832,funding,2026-01-29 05:00:00.051000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769666400048,TAO,5.940418,funding,2026-01-29 06:00:00.048000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769670000087,TAO,5.891387,funding,2026-01-29 07:00:00.087000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769673600047,TAO,5.646892,funding,2026-01-29 08:00:00.047000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769677200026,TAO,0.636739,funding,2026-01-29 09:00:00.026000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769680800066,TAO,-2.28249,funding,2026-01-29 10:00:00.066000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769684400051,TAO,-2.28469,funding,2026-01-29 11:00:00.051000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769688000000,TAO,-2.263684,funding,2026-01-29 12:00:00+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769691600120,TAO,3.685315,funding,2026-01-29 13:00:00.120000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769695200011,TAO,-0.041498,funding,2026-01-29 14:00:00.011000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769698800016,TAO,-1.064223,funding,2026-01-29 15:00:00.016000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769702400059,TAO,4.993513,funding,2026-01-29 16:00:00.059000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769706000082,TAO,-2.21867,funding,2026-01-29 17:00:00.082000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769709600099,TAO,-2.198664,funding,2026-01-29 18:00:00.099000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769713200054,TAO,-2.160653,funding,2026-01-29 19:00:00.054000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769716800035,TAO,0.279648,funding,2026-01-29 20:00:00.035000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769720400049,TAO,2.642498,funding,2026-01-29 21:00:00.049000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769724000059,TAO,-2.212369,funding,2026-01-29 22:00:00.059000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769727600037,TAO,-2.203766,funding,2026-01-29 23:00:00.037000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769731200022,TAO,2.242516,funding,2026-01-30 00:00:00.022000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769734800010,TAO,3.666701,funding,2026-01-30 01:00:00.010000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769738400075,TAO,2.43139,funding,2026-01-30 02:00:00.075000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769742000038,TAO,1.329774,funding,2026-01-30 03:00:00.038000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769745600028,TAO,2.384083,funding,2026-01-30 04:00:00.028000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769749200053,TAO,1.34741,funding,2026-01-30 05:00:00.053000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769752800084,TAO,-0.063473,funding,2026-01-30 06:00:00.084000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769756400117,TAO,-1.646386,funding,2026-01-30 07:00:00.117000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769760000018,TAO,0.927809,funding,2026-01-30 08:00:00.018000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769763600103,TAO,0.922289,funding,2026-01-30 09:00:00.103000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769767200049,TAO,-2.123842,funding,2026-01-30 10:00:00.049000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769770800108,TAO,-0.031067,funding,2026-01-30 11:00:00.108000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769774400036,TAO,-0.066336,funding,2026-01-30 12:00:00.036000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769778000025,TAO,-1.242651,funding,2026-01-30 13:00:00.025000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769781600033,TAO,0.585368,funding,2026-01-30 14:00:00.033000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769785200008,TAO,-0.922312,funding,2026-01-30 15:00:00.008000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769788800054,TAO,2.885246,funding,2026-01-30 16:00:00.054000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769792400105,TAO,2.205305,funding,2026-01-30 17:00:00.105000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769796000037,TAO,-0.508566,funding,2026-01-30 18:00:00.037000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769799600042,TAO,2.816521,funding,2026-01-30 19:00:00.042000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769803200041,TAO,2.724162,funding,2026-01-30 20:00:00.041000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769806800006,TAO,1.8728,funding,2026-01-30 21:00:00.006000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769810400001,TAO,3.14451,funding,2026-01-30 22:00:00.001000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769814000031,TAO,1.165414,funding,2026-01-30 23:00:00.031000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769817600171,TAO,0.34257,funding,2026-01-31 00:00:00.171000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769821200100,TAO,2.317814,funding,2026-01-31 01:00:00.100000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769824800068,TAO,5.024113,funding,2026-01-31 02:00:00.068000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769828400097,TAO,4.253464,funding,2026-01-31 03:00:00.097000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769832000012,TAO,3.56088,funding,2026-01-31 04:00:00.012000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769835600026,TAO,3.055941,funding,2026-01-31 05:00:00.026000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769839200002,TAO,3.309069,funding,2026-01-31 06:00:00.002000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769842800010,TAO,3.178992,funding,2026-01-31 07:00:00.010000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769846400049,TAO,1.46341,funding,2026-01-31 08:00:00.049000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769850000076,TAO,1.459699,funding,2026-01-31 09:00:00.076000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769853600022,TAO,4.628393,funding,2026-01-31 10:00:00.022000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769857200050,TAO,4.289395,funding,2026-01-31 11:00:00.050000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769860800105,TAO,1.589724,funding,2026-01-31 12:00:00.105000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769864400035,TAO,0.573691,funding,2026-01-31 13:00:00.035000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769868000027,TAO,1.777866,funding,2026-01-31 14:00:00.027000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769871600033,TAO,5.400428,funding,2026-01-31 15:00:00.033000+00:00
0x4000e1793bef8327e069c2ebc093b32ce06b6633,1769875200091,TAO,7.286311,funding,2026-01-31 16:00:00.091000+00:00
