address,display_name,account_value_usd,pnl_day,pnl_week,pnl_month,pnl_alltime,roi_day,roi_week,roi_month,roi_alltime,volume_day,volume_week,volume_month,rank,current_margin_usd,current_unrealized_pnl,n_open_positions,open_assets,max_leverage_open
0x010461c14e146ac35fe42271bdc1134ee31c703a,,121846418.731373,-46155.23979,316154.923487,503397.527599,47146798.121373,-0.0003786551,0.0026014502,0.0041485495,0.301266537,57221206.22,291235487.93,1248497879.55,34,121842571.599903,0.0,189,"BTC,ETH,ATOM,DYDX,SOL,AVAX,BNB,APE,OP,LTC,ARB,DOGE,INJ,SUI,kPEPE,CRV,LDO,LINK,STX,CFX,GMX,SNX,XRP,BCH,APT,AAVE,COMP,WLD,YGG,TRX,kSHIB,UNI,SEI,RUNE,ZRO,DOT,BANANA,TRB,FTT,ARK,BIGTIME,KAS,BLUR,TIA,BSV,ADA,TON,MINA,POLYX,GAS,PENDLE,FET,NEAR,MEME,ORDI,NEO,ZEN,FIL,PYTH,SUSHI,IMX,kBONK,GMT,SUPER,USTC,JUP,kLUNC,RSR,GALA,JTO,ACE,MAV,WIF,CAKE,PEOPLE,ENS,ETC,XAI,MANTA,UMA,ONDO,ALT,ZETA,DYM,MAVIA,W,STRK,TAO,AR,kFLOKI,BOME,ETHFI,ENA,MNT,TNSR,SAGA,MERL,HBAR,POPCAT,EIGEN,REZ,NOT,TURBO,BRETT,IO,ZK,BLAST,MEW,RENDER,POL,CELO,HMSTR,SCR,kNEIRO,GOAT,MOODENG,GRASS,PURR,PNUT,XLM,CHILLGUY,SAND,IOTA,ALGO,HYPE,ME,MOVE,VIRTUAL,PENGU,USUAL,FARTCOIN,AIXBT,ZEREBRO,BIO,GRIFFAIN,SPX,S,MORPHO,TRUMP,MELANIA,ANIME,VINE,VVV,BERA,TST,LAYER,IP,KAITO,NIL,PAXG,PROMPT,BABY,WCT,HYPER,ZORA,INIT,DOOD,NXPC,SOPH,RESOLV,SYRUP,PUMP,PROVE,YZY,XPL,WLFI,LINEA,SKY,ASTER,AVNT,STBL,0G,HEMI,APEX,2Z,ZEC,MON,MET,CC,ICP,AERO,STABLE,FOGO,LIT,XMR,AXS,DASH,SKR,AZTEC",20.0
0x03b3e2069830dd3bd1a5b5e45dad60a770227ed7,,0.008778,0.000119,0.00056,0.000916,46496367.288778,1.19e-06,5.6e-06,9.16e-06,4.5833373478,0.0,0.0,0.0,35,0.0,0.0,0,,0.0
0xda3cdff67ce27fa68ba5600a7c95efd8153d9f15,,0.075619,0.000248,0.000803,0.001275,43348850.875619,2.48e-06,8.03e-06,1.275e-05,28.4197643754,0.0,0.0,0.0,36,0.004519,0.0,0,,0.0
0xcac19662ec88d23fa1c81ac0e8570b0cf2ff26b3,,31226585.500726,-403058.004771,-2293760.995717,-3032678.030216,43243716.681432,-0.0127429655,-0.0684285084,-0.088520885,0.5347684842,0.0,17934789.29,28576102.130000003,37,7181231.795914,0.0,6,"BTC,ETH,SOL,HYPE,FARTCOIN,PUMP",20.0
0x4f7634c03ec4e87e14725c84913ade523c6fad5a,,0.130586,0.003427,0.016093,0.0,40788599.400586,3.427e-05,0.00016093,0.0,1.3653070619,0.0,0.0,10761808.2,38,0.0,0.0,0,,0.0
0x162cc7c861ebd0c06b3d72319201150482518185,ABC,49903746.54153401,209918.310294,1073391.6008000001,3151307.2962519997,40769259.521533996,0.004140088,0.0208547625,0.0491883845,0.6202173152,1172658637.69,5790115883.029999,32217065386.78,39,4923664.153118,0.0,14,"BTC,ETH,SOL,LTC,LDO,XRP,WIF,MOODENG,HYPE,VIRTUAL,MORPHO,IP,MON,MET",20.0
0x56498e5f90c14060499b62b6f459b3e3fb9280c5,,3066.776715,0.322924,276.17284,1057.469915,38668475.186715,0.0001053086,0.0989652607,0.5262859385,8.5925154627,0.0,0.0,0.0,40,1219.698679,0.0,0,,0.0
0xa87a233e8a7d8951ff790a2e39738086cb5f71b7,,15453231.367884,-175962.810456,-581703.368976,-36098.026864,37896478.217884,-0.0112585978,-0.036277252,-0.0023305093,1.2021775273,5578117.33,5578117.33,5578117.33,41,7024895.503133,0.0,12,"SOL,AVAX,DOGE,SUI,APT,ENA,GRASS,HYPE,VIRTUAL,FARTCOIN,BERA,RESOLV",20.0
0x856c35038594767646266bc7fd68dc26480e910d,,23678915.790509,-575857.1302309997,-1387186.7279739997,-1378731.6668529997,37862896.110509,-0.0237416891,-0.0553401809,-0.05501334,1.0268399291,49877184.419999994,209108310.20000002,883607391.19,42,10645986.681613,0.0,29,"BTC,ETH,SOL,BNB,DOGE,SUI,XRP,APT,UNI,ENA,POPCAT,HYPE,MOVE,USUAL,FARTCOIN,SPX,TRUMP,MELANIA,BERA,TST,LAYER,IP,PAXG,PUMP,XPL,WLFI,ASTER,ZEC,LIT",20.0
0x31ca8395cf837de08b24da3f660e77761dfb974b,,120991271.432047,59236.598751,-291850.394345,-471356.605174,37418545.152047,0.0004898338,-0.0024063562,-0.0038806719,0.2356174683,56485813.18,291509576.54,1236672132.79,43,120994775.405455,0.0,189,"BTC,ETH,ATOM,DYDX,SOL,AVAX,BNB,APE,OP,LTC,ARB,DOGE,INJ,SUI,kPEPE,CRV,LDO,LINK,STX,CFX,GMX,SNX,XRP,BCH,APT,AAVE,COMP,WLD,YGG,TRX,kSHIB,UNI,SEI,RUNE,ZRO,DOT,BANANA,TRB,FTT,ARK,BIGTIME,KAS,BLUR,TIA,BSV,ADA,TON,MINA,POLYX,GAS,PENDLE,FET,NEAR,MEME,ORDI,NEO,ZEN,FIL,PYTH,SUSHI,IMX,kBONK,GMT,SUPER,USTC,JUP,kLUNC,RSR,GALA,JTO,ACE,MAV,WIF,CAKE,PEOPLE,ENS,ETC,XAI,MANTA,UMA,ONDO,ALT,ZETA,DYM,MAVIA,W,STRK,TAO,AR,kFLOKI,BOME,ETHFI,ENA,MNT,TNSR,SAGA,MERL,HBAR,POPCAT,EIGEN,REZ,NOT,TURBO,BRETT,IO,ZK,BLAST,MEW,RENDER,POL,CELO,HMSTR,SCR,kNEIRO,GOAT,MOODENG,GRASS,PURR,PNUT,XLM,CHILLGUY,SAND,IOTA,ALGO,HYPE,ME,MOVE,VIRTUAL,PENGU,USUAL,FARTCOIN,AIXBT,ZEREBRO,BIO,GRIFFAIN,SPX,S,MORPHO,TRUMP,MELANIA,ANIME,VINE,VVV,BERA,TST,LAYER,IP,KAITO,NIL,PAXG,PROMPT,BABY,WCT,HYPER,ZORA,INIT,DOOD,NXPC,SOPH,RESOLV,SYRUP,PUMP,PROVE,YZY,XPL,WLFI,LINEA,SKY,ASTER,AVNT,STBL,0G,HEMI,APEX,2Z,ZEC,MON,MET,CC,ICP,AERO,STABLE,FOGO,LIT,XMR,AXS,DASH,SKR,AZTEC",20.0
0x1419e75330c71ce463102e6a1eb62fe80b412d5f,,32435091.842346,1314100.035273,4349602.929797,7454653.953678,35455275.542346,0.0422255191,0.1371755802,0.2606227303,3.1564626234,0.0,0.0,0.0,44,0.0,0.0,0,,0.0
0x4a207d289fd49e60502451099771127bcf35b961,,1.287318,0.006866,0.026895,0.041856,35154177.617318,6.866e-05,0.00026895,0.00041856,2.9741035406,0.0,0.0,0.0,45,0.0,0.0,0,,0.0
0x82d8dc80190e6bc1d92b048f9fc7e85e5e1e32ff,,24476391.374032,1039177.046463,3695853.941475,5423001.315183,34649361.334032,0.0443387611,0.1778517015,0.284621335,1.3033152671,0.0,0.0,0.0,46,0.0,0.0,0,,0.0
0xc59498175d6d317642aeb97f895a7ce1aa992191,,4500002.108919,0.0,0.017855,0.0,34234102.608919,0.0,4e-09,0.0,6.8169614671,0.0,0.0,0.0,47,4500000.000271,0.0,0,,0.0
0x418aa6bf98a2b2bc93779f810330d88cde488888,,10619488.817708,-342872.006754,-2433017.473287,-1737177.903803,33277218.648499,-0.031277205,-0.1864023214,-0.1405862878,2.3827895361,47209059.09,47267391.68,67990075.07,48,8613126.178377,0.0,4,"BTC,ETH,BNB,ENA",40.0
0x0e8bf301805df4e6ba7151297e5f7dfedc1eaab9,,27445945.492278,1147518.248553,4366044.507439,6233269.510992,32589158.642278,0.0436344819,0.1891708509,0.293846449,11.9351620234,0.0,0.0,0.0,49,0.0,0.0,0,,0.0
0xa464abbf049fb75585484addcbc00169062e813a,fuck jeff gib S3,8832.201811,146.539555,665.369114,302.929688,31666548.211811,0.0129871741,0.0618106958,0.0106619543,347.7961146798,2000.18,2007.24,46602.01,50,49.9,0.0,0,,0.0
