address,display_name,account_value_usd,pnl_day,pnl_week,pnl_month,pnl_alltime,roi_day,roi_week,roi_month,roi_alltime,volume_day,volume_week,volume_month,rank,vol_pnl_ratio,quality_score,current_margin_usd,current_unrealized_pnl,n_open_positions,open_assets,max_leverage_open
0x95cd5104e3e618f505428265eb459d5ec9363e17,,803459.11079,6517.572375,72445.683573,227753.434632,3167106.63079,0.0081782315,0.0991030819,0.3956074155,18.0383416599,0.0,0.0,0.0,178,0.0,0.7743968132013357,0.0,0.0,0,,0.0
0x31c683a67f0e3919a86fead9241d94f34679f11f,,123910.044364,1317.918538,6677.067344,32467.570061,4099540.154364,0.0107504338,0.0569555386,0.3550600562,20.5801488334,0.0,0.0,0.0,179,0.0,0.7743906873015981,0.0,0.0,0,,0.0
0x0998dca9d8896c8f3e36ad594db31b3f75ca0e0e,,3434682.729717,41161.350469,307020.75255,954771.548276,3382466.0297169997,0.0121290344,0.0981598839,0.3849867918,40.8758263008,0.0,0.0,0.0,180,0.0,0.7743668675143416,0.0,0.0,0,,0.0
0xe2597d4cbf8c4686312fd9c7a04fc233cead57c4,,159631.0565,4136.197025,9687.400564,55648.263767,1297087.8865,0.0266002171,0.0646069385,0.5333218883,9.1019030779,368350.46,3953448.32,32627848.36,181,25.154693602174813,0.7741628700432897,95341.369618,0.0,1,PUMP,10.0
0x86a8c6ad0e90d3a3c25fcadcbf20ab9e89013137,,1809666.895773,3420.591394,139159.852963,484107.984966,4013162.055773,0.0018937569,0.0824541773,0.3548820639,12.8653911447,281893.71,2912361.63,5004923.54,182,1.2471271955739578,0.7740387885273439,0.0,0.0,0,,0.0
0xf3115b8641808c85544c36cac4024b7de58ef575,,1055230.319299,6269.497015,98740.902006,345429.408863,3135760.269299,0.0059762999,0.0867463479,0.3874337639,29.9141954639,0.0,5070.79,12527.88,183,0.003995165103230487,0.7734233943961173,0.0,0.0,0,,0.0
0xa10ec245b3483f83e350a9165a52ae23dbab01bc,,4144.965897,0.0,314.681142,1110.93125,3543743.265897,0.0,0.0821560699,0.3661564152,12.5682762158,0.0,0.0,0.0,184,0.0,0.7732145941470966,0.0,0.0,0,,0.0
0x3f0fb61b79ceea17dcf7a7f38446485c2fc10ed1,,3047640.926861,25086.658848,244228.019194,859590.571076,2984679.386861,0.0082998208,0.0871181047,0.3928568503,47.4048027869,0.0,0.0,0.0,185,0.0,0.7731909978615942,0.0,0.0,0,,0.0
0x862dd8e68f30693e3d3c9daa42a440bc6d2a1f0c,,2535350.2188949995,17208.401701,209113.476406,669816.7448739999,3954371.268895,0.0068318979,0.0895295696,0.3483085071,7.8553675671,28835848.050000004,226662020.79999998,1114930728.9900002,186,281.94892517048703,0.7731498989241066,346835.463319,0.0,0,,0.0
0x598f9efb3164ec216b4eff33c2b239605be5af8e,SSS888,20.263577,0.0,0.0,6.491543,23908868.333577,0.0,0.0,0.06491543,90.1935405255,0.0,0.0,0.0,187,0.0,0.7730415651015513,0.003699,0.0,0,,0.0
0x699255686b24980eb3ea3bd84fbb62fd42954064,thank u jeff,1226511.927862,14172.106382,100711.716665,342989.933086,3040892.807862,0.0116898795,0.0894578946,0.3882075773,24.7967269573,0.0,0.0,0.0,188,0.0,0.7730188062356723,0.008162,0.0,0,,0.0
0xa464abbf049fb75585484addcbc00169062e813a,fuck jeff gib S3,4252.62486,33.891565,375.793838,548.90411,31666453.91486,0.0070357324,0.0419390398,0.0195534495,347.7950790092,0.0,2007.24,46602.01,189,0.0014716523083164437,0.7729140697896923,42.9,0.0,0,,0.0
0xcc49ffdf3d8f62562319cfc7ead9e6e52df3ffc2,,156214.951929,0.0,11193.987407,50172.359759,1744726.751929,0.0,0.077188753,0.4731340373,12.9146712245,0.0,0.0,0.0,190,0.0,0.7727954578085042,6898.636496,0.0,0,,0.0
0x9e8c646220613d68eaf2b947f46c2b4f52bf3f45,,1722445.688113,13859.498078,141462.109733,474166.822769,3112910.088113,0.0081112016,0.0894490494,0.3797047106,121.5152163653,161541.36,316128.87,374913.41,191,0.12043823926416934,0.7725357463030589,1009.529196,0.0,1,BTC,40.0
0xf58b3f905f315f25d8b3484dce07abf104ccf64d,,2212460.831097,15926.650308,174143.369165,584905.92096,3491933.031097,0.0072494891,0.0854180995,0.3592887772,7.2029320348,0.0,0.0,0.0,192,0.0,0.7722967628230304,0.0,0.0,0,,0.0
0xc59498175d6d317642aeb97f895a7ce1aa992191,,4500002.110315,0.0,0.006914,0.013871,34234102.610315,0.0,1.5e-09,1.7e-09,6.8169614673,0.0,0.0,0.0,193,0.0,0.7721818980204607,4500000.000271,0.0,0,,0.0
0xfb00c13f617c5981abb803591267c2241d6c1e9d,,3300237.152199,0.0,256442.374622,905332.054169,3046871.672199,0.0,0.0842508754,0.3780241876,12.0255990366,0.0,0.0,0.0,194,0.0,0.7720312836957864,3668.76,0.0,0,,0.0
0x1cba6c6ead0b6221b379f3ec1a56f47f798eedae,,3374.279499,0.0,136.925768,712.440667,6112045.689499,0.0,0.0422955844,0.2676498135,9.4633202621,0.0,0.0,1503.34,195,0.0002459634754666285,0.7719155853631946,0.003392,0.0,0,,0.0
0xbbbdbbfa1f754aea323af6cc56153e0605e89227,,543449.315115,5181.613653,43345.769651,149744.193928,2936179.925115,0.0096264621,0.08667359,0.3803460658,25.355637731,0.0,0.0,2302.79,196,0.0007842809564573287,0.7716828897661389,0.0,0.0,0,,0.0
0x9e8b1e51c642f4c8b87c6ba11c53d516a218afc4,,4806830.543005,-710.825207,375674.855827,788492.963808,18253898.053005,-0.0020700303,0.0847803332,0.0917701416,52.9395016879,20999901.64,102483533.15,162756203.46,197,8.91624369695692,0.7714930703734622,0.0,0.0,0,,0.0
0x52081a6912cfa64968999fbeb31387446a49b207,,48380.582219,-3429.322646,16890.700195,66531.303967,933235.482219,-0.0661904834,0.2362636985,0.556480663,67.8612857406,212310.49,4581993.86,31988140.52,198,34.27660127531823,0.7713136743670718,47593.765484,0.0,1,TAO,5.0
0x462e3f2ce774b4dbba10662a2155e4823d4c820f,,7902254.116700999,93748.823028,653275.441153,2083509.588756,7574005.126701,0.0120053876,0.0901147961,0.3576424149,4.8695753682,0.0,1003253.88,3012841.01,199,0.39778703071888455,0.7712370229579796,18162.45,0.0,0,,0.0
0xdab9dc2263f97f1da26c285278905774491850df,,2359793.495773,22231.219064,188697.543554,649057.765936,2785125.525773,0.0095104286,0.0869134979,0.3794027065,13.1057429689,0.0,0.0,0.0,200,0.0,0.7707599241143971,0.00336,0.0,0,,0.0
