address,n_scored_trades,smart_money_score,grade,display_name,pnl_alltime,pnl_month,rank,ic_1h,ic_4h,ic_8h,ic_24h,ic_recent_8h,icir_8h,ic_trend,ic_trend_direction,rolling_ic_values,smart_money_rank
0xdc5289909be4f3ce2604806bdd1448fd307f19f5,955,0.0265,NO_EDGE,,113698.427774,55899.649906,147,0.0645,0.0249,-0.023,0.053,0.1062,-0.1307,-3.8e-05,DETERIORATING,"[0.011682775482365817, 0.011062945849955073, 0.007035231338426922, 0.003051225000945745, -0.0008901240780266142, -0.004789829820334346, -0.008648870844612666, -0.013090496189823097, -0.017475892140533914, -0.02180665563179048]",46
0x98ab8cf3a98d5cffdf3d9a2cfa48660095566913,77,0.0254,NO_EDGE,,267578.134906,11130.575423,99,0.0251,0.2711,0.2517,-0.0075,-0.2098,-0.9935,0.07371,IMPROVING,"[0.10773595474526973, 0.1256976211939538, 0.1430587141830416, 0.1598647599245849, 0.17615628446943404, 0.19196951442012047, 0.2073369599765968, 0.2222879031093029, 0.23684880868872277, 0.2510436726292553]",47
0x7842ee4572421d6b313d211ed4c3c65e97047ac4,151,0.0209,NO_EDGE,,212078.616526,10683.19274,42,-0.2091,-0.1861,0.0226,0.061,0.0226,0.4333,-0.002377,DETERIORATING,"[0.1409819516764892, 0.12391575488801239, 0.10754415095208651, 0.09180893674301471, 0.07665879480526573, 0.06204826547016672, 0.04793690171550466, 0.034288569437473104, 0.021070864354305066, 0.022557195040878473]",48
0x52081a6912cfa64968999fbeb31387446a49b207,572,0.0173,NO_EDGE,,939255.394888,73084.453164,131,-0.1944,-0.2011,0.0531,0.0693,0.0531,-0.1839,-0.000766,DETERIORATING,"[0.07314117651370118, 0.07088926589880605, 0.06864644795242168, 0.06640683705729702, 0.06417476298390855, 0.06195159780419811, 0.05973297403328815, 0.05752029393605293, 0.05531351791198209, 0.05311401305931929]",49
0x69906b0ed626ca01a4b7c001e5711e5714ccf207,421,0.0083,NO_EDGE,stuxfred,8233820.998237,1116443.075197,132,0.2645,0.1786,0.0026,0.152,0.0026,0.1613,-0.000421,DETERIORATING,"[0.024849020785748903, 0.024557538782182683, 0.024258198857454914, 0.02106457060905781, 0.01789180389928199, 0.014732406397939452, 0.011586233942883044, 0.008453144782973578, 0.005495012935824737, 0.002554519800039961]",50
0xbee95bb47bc4e28bb1fd489a2d0f873fe59172ad,0,0.0,UNKNOWN,,29387618.293784,6181247.840909,65,,,,,,,,,,51
0x03b9a189e2480d1e4c3007080b29f362282130fa,0,0.0,UNKNOWN,,46568625.392278,9641672.911781,62,,,,,,,,,,52
0x0e8bf301805df4e6ba7151297e5f7dfedc1eaab9,0,0.0,INSUFFICIENT_DATA,,31980082.455528,6995607.543365,63,,,,,,,,,,53
0xcada145bb9d2be13a8783b8b3d58700c79c966e5,0,0.0,UNKNOWN,,4324662.444,2555228.8,2,,,,,,,,,,54
0x14b25601e369b40f5bcd1de0f9a53174e3c59d34,0,0.0,INSUFFICIENT_DATA,,4452955.487806,2220.165507,1,,,,,,,,,,55
0x052c405b0291dbac72c6a106db8c65580c53241f,0,0.0,INSUFFICIENT_DATA,早寝早起,1642935.181487,4208.990443,4,,,,,,,,,,56
0x7ee8fd43698a51053cd9729b29cbd90ab68fbc6c,0,0.0,INSUFFICIENT_DATA,,1274850.962224,3707.842443,7,,,,,,,,,,57
0xc3cdb57c1169fd641ef5d08d9a5828e5a8bcefcf,10,0.0,INSUFFICIENT_DATA,,1583659.953611,2601.026967,6,,,,,,,,,,58
0x45d3730a8f811519f3cc310d54ffc4d2142b3773,0,0.0,INSUFFICIENT_DATA,,1591385.683534,1014.535804,5,,,,,,,,,,59
0xb2a4618e5d1458e60cc1d8d080d477db7552a612,13,0.0,INSUFFICIENT_DATA,,728075.881367,134.017743,36,,,,,,,,,,60
0x04722123cc98c8a78f4d2851d2b363561af99edf,0,0.0,UNKNOWN,,1034035.365482,292.825093,34,,,,,,,,,,61
0x3c8c2a111eb1e47d55acb6d5d2b96d5936210e04,0,0.0,INSUFFICIENT_DATA,,904607.513375,163.499986,29,,,,,,,,,,62
0x20c22d5346fc0fc7251601db43aaf25cbaa181d9,0,0.0,UNKNOWN,,419072.657817,176.828335,27,,,,,,,,,,63
0x33782fc77170dfbb1f9fbe460a910732f929bc87,0,0.0,INSUFFICIENT_DATA,,279678.87,909.005874,33,,,,,,,,,,64
0x0a3d9b43475b378ebf6c59a7bcc06c68d3519d35,0,0.0,INSUFFICIENT_DATA,,134314.885479,708.852012,24,,,,,,,,,,65
0x6f9bb7e454f5b3eb2310343f0e99269dc2bb8a1d,1,0.0,INSUFFICIENT_DATA,,193273.472452,8932.732067,22,,,,,,,,,,66
0x20596196a991b9d1ed6427974f472c45003aa4c9,0,0.0,UNKNOWN,,555147.977308,901.236542,28,,,,,,,,,,67
0x9cd0a696c7cbb9d44de99268194cb08e5684e5fe,0,0.0,UNKNOWN,,3229037.434848,2057722.561667,10,,,,,,,,,,68
0xef4a52d5483049b37cb883539d1b380eed80a598,0,0.0,INSUFFICIENT_DATA,refcode PENES,1862347.40226,1146.838219,18,,,,,,,,,,69
0xfc02736679379ff15917cafd25b863fffb8ba5b5,0,0.0,INSUFFICIENT_DATA,,242411.687126,1125.638022,19,,,,,,,,,,70
0x6635159add6b4c53fddf64002c2db7905ff52e7c,0,0.0,INSUFFICIENT_DATA,,265644.28696,5292.662013,17,,,,,,,,,,71
0xda183a6d3ccb5d9e76b1b9067dce81940f22021c,0,0.0,INSUFFICIENT_DATA,,583532.505511,1314.8449,11,,,,,,,,,,72
0x7fe8cfe481ec2f702692a9152e3f002f3e417ac6,0,0.0,INSUFFICIENT_DATA,,25897016.400111,0.424608,184,,,,,,,,,,73
0xf3115b8641808c85544c36cac4024b7de58ef575,0,0.0,INSUFFICIENT_DATA,,3138683.404397,313126.628939,182,,,,,,,,,,74
0x31c683a67f0e3919a86fead9241d94f34679f11f,0,0.0,INSUFFICIENT_DATA,,4099085.44517,28432.972397,179,,,,,,,,,,75
0x80f0cd23da5bf3a0101110cfd0f89c8a69a1384d,0,0.0,UNKNOWN,,2231306.923065,705333.090947,180,,,,,,,,,,76
0x699255686b24980eb3ea3bd84fbb62fd42954064,0,0.0,UNKNOWN,thank u jeff,3028949.707863,299674.140413,188,,,,,,,,,,77
0x91531adfe1d601229918fd142f45b058aeeca26d,0,0.0,UNKNOWN,,7634367.972427999,97805.962161,187,,,,,,,,,,78
0x91f564e80ed5e98eb22fde0857e1a87047f2df13,0,0.0,UNKNOWN,,2678099.906444,103665.712335,190,,,,,,,,,,79
0xf58b3f905f315f25d8b3484dce07abf104ccf64d,0,0.0,INSUFFICIENT_DATA,,3496242.9501050003,529227.18095,185,,,,,,,,,,80
0xf07fc9df6cc892029addbef2994d8c221d37f2f6,0,0.0,UNKNOWN,,2555957.416221,131843.489938,176,,,,,,,,,,81
0x95cd5104e3e618f505428265eb459d5ec9363e17,0,0.0,UNKNOWN,,3168447.88357,206328.158076,175,,,,,,,,,,82
0xd9225c2b6383f6e532c01c34d7588b1106b9e30b,0,0.0,INSUFFICIENT_DATA,,18410404.817654,497903.394673,121,,,,,,,,,,83
0x0d446c3372a9ba9cddef0eef7a1afab6dc0e8c0b,0,0.0,UNKNOWN,,52159519.380458,0.0,122,,,,,,,,,,84
0x4c8e087a21c3e33237347577487ee325c949f8b9,0,0.0,UNKNOWN,,174404.633922,657.669759,57,,,,,,,,,,85
0xbbbc35dfac3a00a03a8fde3540eca4f0e15c5e64,0,0.0,INSUFFICIENT_DATA,,21387629.611511,2317606.347789,69,,,,,,,,,,86
0x0e7c86423131a9e07dc116a2fa8ce3b283b9fd4f,0,0.0,UNKNOWN,,1103635.444987,245.578802,67,,,,,,,,,,87
0x1da722cfa8b0dfda57cf8d787689039c7a63f049,0,0.0,UNKNOWN,EARLY,25067962.283723,3465399.881277,68,,,,,,,,,,88
0xc80a38405f929b92bd889f3e5d438c342e498aca,0,0.0,INSUFFICIENT_DATA,,1478286.360087,1689.717368,41,,,,,,,,,,89
0x656c8da58d738295e03550796dd83900aa7c6525,0,0.0,UNKNOWN,,56132359.330107,12072.083549,43,,,,,,,,,,90
0xb1ffc7507b327a855848378004ace9a934e0beb9,0,0.0,INSUFFICIENT_DATA,VIY,87862.993104,742.982006,47,,,,,,,,,,91
0x9033de302ee6d0ba067ea75fa2ef8b011ce13336,0,0.0,UNKNOWN,,85272.141229,135.037542,56,,,,,,,,,,92
0xee3fd7b622d5ccbb2b6aa310e9591da4bdab555e,0,0.0,INSUFFICIENT_DATA,,194550.202127,136.010255,46,,,,,,,,,,93
0xe490b3259249f0ca86e97d8461f8e1b186491037,0,0.0,INSUFFICIENT_DATA,,234748.18904,154.172642,35,,,,,,,,,,94
0xbe4e2bf0dad882a6b5fbc10261d4b72ba799d998,0,0.0,INSUFFICIENT_DATA,,111825.855604,915.59772,25,,,,,,,,,,95
0x4ca1ff660f4b5bb15b4ef599c2cfa9728e10723a,1,0.0,INSUFFICIENT_DATA,,104427.664824,549.778353,26,,,,,,,,,,96
0xd22f76abcf04b0194b3594073587912f9b9e56f9,0,0.0,INSUFFICIENT_DATA,✌🤓✌,479546.077487,277.442557,37,,,,,,,,,,97
0x51156f7002c4f74f4956c9e0f2b7bfb6e9dbfac2,0,0.0,UNKNOWN,jefe,71771045.835384,47334.817928,60,,,,,,,,,,98
0x13c50dcdee4bbcba71baf578b345cdd35c7928be,0,0.0,INSUFFICIENT_DATA,,50189944.084852,9765862.545829,58,,,,,,,,,,99
0x493db0ed7514c975e9abcc110bd40c473b6763e3,0,0.0,UNKNOWN,,63380960.449747,13636270.742596,52,,,,,,,,,,100
0x9794bbbc222b6b93c1417d01aa1ff06d42e5333b,0,0.0,INSUFFICIENT_DATA,,144134918.360259,139.110719,66,,,,,,,,,,101
0x156115e100141e9330620c253225cc5ee598a31a,0,0.0,INSUFFICIENT_DATA,,19468616.415992,4317242.017593,102,,,,,,,,,,102
0x2ed8e7d874453b1136d54d84022200ec48172116,0,0.0,INSUFFICIENT_DATA,,11131325.422813,736176.131591,101,,,,,,,,,,103
0xfae95f601f3a25ace60d19dbb929f2a5c57e3571,0,0.0,INSUFFICIENT_DATA,thank you jefef,150833679.060406,0.0,76,,,,,,,,,,104
0x4f2ce56828a20a9eea0c5ca082db2958e47f4fb8,0,0.0,UNKNOWN,,4925106.416538,1267809.450863,136,,,,,,,,,,105
0x5a106f5cf9fba6af5dda6bde1b8f3bacbd532c37,13,0.0,INSUFFICIENT_DATA,,6144683.019513,1550636.990365,120,,,,,,,,,,106
0x90ee80619c9758baf30466bf69015c4c5447b85f,0,0.0,UNKNOWN,thank you jeff 33,6836329.985607,100331.686716,118,,,,,,,,,,107
0x9a1500b41519868039b1f95c447ba50b76d837e6,6,0.0,INSUFFICIENT_DATA,,6291654.265759,1590336.257242,119,,,,,,,,,,108
0x80fb5880f38185661962e475ac1557817dc9faea,0,0.0,INSUFFICIENT_DATA,,3602225.051639,941010.313693,123,,,,,,,,,,109
0xc5c7dde51f65748d65571b64b78e9b40d2ed05fc,0,0.0,INSUFFICIENT_DATA,,82644.575439,100.499606,126,,,,,,,,,,110
0xa69e24a291687a7cc0bb1d8bc09ba74e667d4d9e,0,0.0,UNKNOWN,,15977094.340309,1696016.568381,104,,,,,,,,,,111
0x580809c0dfe56287e933f99e347cd5385a645ee3,0,0.0,INSUFFICIENT_DATA,,17769679.11619,762.232281,103,,,,,,,,,,112
0x33631426077c380edb2fee05effae4e8f481b648,0,0.0,UNKNOWN,,13652492.446001,1945384.176045,92,,,,,,,,,,113
0xbde2ddc49a2e6827300faa6afc93d572114a60b1,0,0.0,UNKNOWN,,97508580.880125,0.000418,97,,,,,,,,,,114
0xcbd6b0dee49eea88a3343ff4e5a2423586b4c1d6,0,0.0,INSUFFICIENT_DATA,,7609010.902393,1086516.093594,115,,,,,,,,,,115
0x8e096995c3e4a3f0bc5b3ea1cba94de2aa4d70c9,0,0.0,INSUFFICIENT_DATA,憨巴小龙,59811503.124738,-1488737.837271,116,,,,,,,,,,116
0x9e0978861d184c767786bff6ddc67a40e56ce48a,1,0.0,INSUFFICIENT_DATA,,2334323.16469,139.575221,117,,,,,,,,,,117
0x9ab1c356e6af86361446497fce954b3cdf940206,0,0.0,UNKNOWN,,12464644.97739,21059.934195,110,,,,,,,,,,118
0x0e7bfd73a9163e45913deec0b0992447b51dc995,0,0.0,UNKNOWN,,9190885.548172,618406.833684,105,,,,,,,,,,119
0xd1241baafd0b19ed5a217be28bc6d07c8f937bc1,0,0.0,INSUFFICIENT_DATA,HyperBear,463035.712213,80.072688,106,,,,,,,,,,120
0xda3cdff67ce27fa68ba5600a7c95efd8153d9f15,0,0.0,UNKNOWN,,43348850.875367,0.001323,135,,,,,,,,,,121
0xaac84e8df34f86edeafe037826c0d4a833237013,0,0.0,INSUFFICIENT_DATA,Nexus,6317428.003711,1003198.597774,127,,,,,,,,,,122
0x2ea18c23f72a4b6172c55b411823cdc5335923f4,0,0.0,UNKNOWN,,106341324.52,0.136613,91,,,,,,,,,,123
0x77375a8c9d13bf79afb2a87f1b0ac1dfd5f5bf66,0,0.0,INSUFFICIENT_DATA,,28408474.14578,3291043.16119,90,,,,,,,,,,124
0x6891ed9ee6a9d0649ffac2bcee814e6899a0e075,0,0.0,INSUFFICIENT_DATA,,6259174.833778,247505.728199,100,,,,,,,,,,125
0x6d8db35bc58c9cc930b0a65282e96c69d9715e06,0,0.0,UNKNOWN,,10847976.413061,1531405.627147,98,,,,,,,,,,126
0x17a4ce9320bec0ac79420f0af19848044a469d8d,0,0.0,UNKNOWN,,18958174.500636,3101525.661911,80,,,,,,,,,,127
0x56498e5f90c14060499b62b6f459b3e3fb9280c5,0,0.0,UNKNOWN,,38667804.665836,408.193329,77,,,,,,,,,,128
0x6dbde1a1e0f199b0252e593a422b9340af03075a,4,0.0,INSUFFICIENT_DATA,,15448273.638343,3180136.512363,84,,,,,,,,,,129
0xf94df160beb58f3e45b24d4b61d38f3eea20a196,0,0.0,UNKNOWN,,1116073.349303,298.630666,81,,,,,,,,,,130
0x8bff50aad8b4e06c5e148eaeb9d7aef69e26cdc3,0,0.0,INSUFFICIENT_DATA,,28681093.285159,22.920884,83,,,,,,,,,,131
0xb2ee477ced8d69afdb5707b31170c782f5f26f5b,0,0.0,UNKNOWN,,13905204.847651,106160.272091,82,,,,,,,,,,132
0xb82359e0fdf3095dd8471df3f3c26aba5b369763,0,0.0,INSUFFICIENT_DATA,,13644535.157607,10265.747633,87,,,,,,,,,,133
0x8196e0648cb16e9151c2920618a58605706b5836,0,0.0,UNKNOWN,,29563046.304678,3016421.566591,85,,,,,,,,,,134
0xf3e0382cd43a83fb92cddd433425d3540cf143f0,0,0.0,UNKNOWN,,195738.316438,1014.920933,89,,,,,,,,,,135
0x9ff588d01f8948c25b3dd8a36fc583b019fd4a61,0,0.0,UNKNOWN,,17074793.127219,602795.156991,74,,,,,,,,,,136
0xbbbdbbfa1f754aea323af6cc56153e0605e89227,0,0.0,INSUFFICIENT_DATA,,2932459.738637,134466.367253,189,,,,,,,,,,137
0xfcb01354e18ca1cc0eee89ca3459ef84daa2e0b6,0,0.0,INSUFFICIENT_DATA,,4849770.637497,345916.682764,193,,,,,,,,,,138
0xdafc555a97b358bc09fccf4c0e583c1ec5838b16,0,0.0,INSUFFICIENT_DATA,Prison Su Zhu,22936541.214629002,0.0,195,,,,,,,,,,139
0x3f0fb61b79ceea17dcf7a7f38446485c2fc10ed1,0,0.0,INSUFFICIENT_DATA,,2962744.442022,735752.780437,194,,,,,,,,,,140
0xdab9dc2263f97f1da26c285278905774491850df,0,0.0,UNKNOWN,,2769152.437575,582483.22035,196,,,,,,,,,,141
0x862dd8e68f30693e3d3c9daa42a440bc6d2a1f0c,0,0.0,UNKNOWN,,3958277.551636,616102.491894,173,,,,,,,,,,142
0xfb00c13f617c5981abb803591267c2241d6c1e9d,0,0.0,UNKNOWN,,3085355.849559,869576.769218,171,,,,,,,,,,143
0x86a8c6ad0e90d3a3c25fcadcbf20ab9e89013137,0,0.0,INSUFFICIENT_DATA,,4029259.921972,454344.108446,170,,,,,,,,,,144
0xd2d818dfd6ff0f87cc7f3a516a396c1be20deba2,0,0.0,INSUFFICIENT_DATA,,3867892.8144300003,926394.005213,172,,,,,,,,,,145
0x0998dca9d8896c8f3e36ad594db31b3f75ca0e0e,0,0.0,UNKNOWN,,3357682.5857769996,848618.506106,178,,,,,,,,,,146
0xe0736ae0872d83360f20842aed7195b2e1f4ba86,0,0.0,INSUFFICIENT_DATA,,4550092.356441,1064295.048407,177,,,,,,,,,,147
0xd2055c67884ef085760f31c06300880e7f745acf,2,0.0,INSUFFICIENT_DATA,thx jefe,4345980.706418,525635.839487,145,,,,,,,,,,148
0x6aabd336c0e52f0c20d9db89e0824fc3a3233480,0,0.0,INSUFFICIENT_DATA,,5247993.61281,1113600.825671,134,,,,,,,,,,149
0xb302e616c9167cbdebeaadfa86a2eabc2a413023,0,0.0,INSUFFICIENT_DATA,hypurr,2726933.2305159997,1519.423942,130,,,,,,,,,,150
0xdae84fffb8090d2c4bbcac8e161e0034f3602d20,0,0.0,UNKNOWN,,4254311.99024,1303648.634171,143,,,,,,,,,,151
0xbb10bda01f56b1604f2f024f2d18fcaf5d2b20b0,0,0.0,INSUFFICIENT_DATA,,5990539.463354,703225.773308,139,,,,,,,,,,152
0xdf35aee8ef5658686142acd1e5ab5dbcdf8c51e8,0,0.0,UNKNOWN,,2265979.345143,744018.240616,165,,,,,,,,,,153
0x5ac99df645f3414876c816caa18b2d234024b487,0,0.0,UNKNOWN,,2196148.478031,725004.702226,168,,,,,,,,,,154
0x01b7e73cdad95d407e8696e04194a75f19744801,0,0.0,UNKNOWN,,513114.026986,100886.204634,164,,,,,,,,,,155
0xcc49ffdf3d8f62562319cfc7ead9e6e52df3ffc2,0,0.0,INSUFFICIENT_DATA,,1748352.677172,51348.219537,154,,,,,,,,,,156
0xa82fe73bbd768bc15d1ef2f6142a21ff8bd762ad,0,0.0,UNKNOWN,,2244574.473723,752885.772332,159,,,,,,,,,,157
0x969add7b4e9b65c8fd0c996fbe90b2aabafc6d5e,0,0.0,UNKNOWN,,3180374.574762,48.502481,161,,,,,,,,,,158
0x3eea372582e72f1d189ce02e7a65968015622a01,1,0.0,INSUFFICIENT_DATA,,4164526.50284,710328.460445,155,,,,,,,,,,159
0x6cd68e8f04490cd1a5a21cc97cc8bc15b47dc9eb,4,0.0,INSUFFICIENT_DATA,jeff is king,6842937.8230570005,1003766.362514,156,,,,,,,,,,160
0x3119a5bf3ce136b2ea82969a26e5f570c0319209,0,0.0,INSUFFICIENT_DATA,,5429967.31935,969747.627834,148,,,,,,,,,,161
0x1cba6c6ead0b6221b379f3ec1a56f47f798eedae,0,0.0,INSUFFICIENT_DATA,,6112076.383348,754.046757,150,,,,,,,,,,162
0x757df2c060ec6c7ba898fa6570aa98c1f46294ba,0,0.0,INSUFFICIENT_DATA,,4363072.260520999,1177301.19551,151,,,,,,,,,,163
0x7bfee91193d9df2ac0bfe90191d40f23c773c060,0,0.0,INSUFFICIENT_DATA,,13809853.506366,128869.216784,144,,,,,,,,,,164
0x598f9efb3164ec216b4eff33c2b239605be5af8e,0,0.0,UNKNOWN,SSS888,23908868.657234,6.709811,152,,,,,,,,,,165
0xea1feb9a9a006a7fc253c6ca87349be0da072f25,0,0.0,UNKNOWN,,15435227.411819,45906.149692,146,,,,,,,,,,166
0xc4d4fc1b01c94be075a51a515f991fa7b949fec4,0,0.0,INSUFFICIENT_DATA,,4558667.719404,968986.034159,140,,,,,,,,,,167
0x2dd908e0054af4be24e1beb4050c83eb7cf80568,668,-0.0286,NO_EDGE,,79116.723609,924.008782,133,-0.0967,-0.0617,-0.1373,-0.1595,0.0446,0.8497,-0.006195,DETERIORATING,"[-0.08467238964073938, -0.07951871445123225, -0.07443541065464253, -0.06942041396796882, -0.06447174806696791, -0.05958751973934909, -0.05476591436326451, -0.049026455035459535, -0.043384483915883246, -0.037837134340189614]",168
0xc794b210337339ce83f5be21f0f62802c029b332,570,-0.0424,NO_EDGE,,1040714.495659,456988.347271,96,0.0843,-0.0582,-0.069,-0.0078,-0.069,-0.1245,0.001414,IMPROVING,"[-0.07507133390556178, -0.07406840568911395, -0.07307780339011699, -0.07209292340594706, -0.07135110328288542, -0.07061417449787694, -0.06927418249093746, -0.06933929916022728, -0.0694043549711249, -0.06964839272111127]",169
0x8463d6ffcbfb56bf20ab2e1111f9a0e8359533f2,756,-0.0515,NO_EDGE,,5381315.279166,107443.410886,86,0.1827,-0.0053,-0.0271,0.13,-0.0271,-0.596,0.00072,IMPROVING,"[-0.030593018682752732, -0.030205095853840094, -0.029817754481843074, -0.02943099264538921, -0.029044808432455684, -0.02865919994030975, -0.02827416527544976, -0.027889702553546482, -0.027505809899385038, -0.02712248544680717]",170
0x1064aa646a7aedbd40816fc0c35e044d0244a764,107,-0.0574,NO_EDGE,,423093.45481,864.440778,95,0.1547,0.0883,0.1313,-0.1973,-0.1534,0.5596,-0.00727,DETERIORATING,"[-0.047388446155293286, -0.038459246770257895, -0.02802494279775943, -0.017852996163042707, -0.3320664911540213, -0.23875139723793135, -0.16691565462421784, -0.10839114127863048, -0.058833804076000695, -0.01571549790350806]",171
0x071d9fe61ce306aef04b7889780f889f444d7bf7,1137,-0.0662,NO_EDGE,milady,8746798.150569001,1386236.587865,112,0.0048,0.0029,-0.0281,-0.0205,-0.0281,-0.6699,-0.000191,DETERIORATING,"[-0.038967117540492986, -0.03775392179889703, -0.03654292425884295, -0.03533501023428604, -0.03412837699817998, -0.03292213192289016, -0.03171628003400068, -0.030510826331426967, -0.029307542407687653, -0.028106418579849985]",172
0x5dea81dac54f242593f0f1b58c0faf50f27c46e1,765,-0.0853,NO_EDGE,,178020.637311,216.406911,30,0.4093,0.0467,-0.1318,-0.0143,-0.2734,0.3225,0.004209,IMPROVING,"[-0.01084910196566253, -0.030351916001164356, -0.04789106389211108, -0.06386973434843402, -0.07829210143166038, -0.08520884731851375, -0.08810132601542985, -0.09098551237636224, -0.09388107135674123, -0.09888011914138406]",173
0x7ca6cf3d025d00d8b1f42c2d1131061da148d415,111,-0.0928,NO_EDGE,,172854.67896,244.798291,51,-0.1753,-0.1439,-0.1501,-0.1527,-0.0775,-1.3251,0.00716,IMPROVING,"[-0.06685864620309688, -0.02924004698050543, -0.04806666252011073, 0.08025727739149922, 0.16502120548277857, 0.23130622573135012, 0.20448807149533535, 0.17953668010493679, 0.12709142858240635, 0.07722641491865755]",174
0xc9690323e15cc4668c776224f90340a85ee14a10,193,-0.0945,NO_EDGE,,660657.155623,181.729023,21,0.2846,0.0947,-0.075,-0.3001,-0.075,-0.6163,-9.5e-05,DETERIORATING,"[-0.10989374415742602, -0.10550100497797801, -0.10136413522102898, -0.09736212408114782, -0.09346660764794075, -0.089617287834477, -0.0858357310412855, -0.082090670033731, -0.07849503997301369, -0.07495502047262814]",175
0x4e14fc11f58b64740e66e4b1aa188a4b007c0eab,442,-0.1073,NO_EDGE,,57936943.020072,15219657.188358,54,-0.6152,-0.4416,-0.1622,-0.0972,-0.1622,0.5335,-0.002929,DETERIORATING,"[-0.1460893507122351, -0.14870489971774042, -0.1513074595211672, -0.15389718214429035, -0.15647421695063318, -0.15903871070649417, -0.16159080764024827, -0.1641306494999818, -0.16665837560951455, -0.16224338147529868]",176
0x922197fd26290e3af3da0c35e7f4f299d95e8741,564,-0.1086,NO_EDGE,,557838.847916,80786.470097,12,-0.0444,-0.11,-0.2311,-0.1315,-0.0912,-0.0747,0.000219,IMPROVING,"[0.03946168081048225, 0.03900685448791859, 0.03879833481120481, 0.03858944230100367, 0.03838102531763713, 0.03817308157946458, 0.037965608820793674, 0.037758604791735206, 0.037552067258059464, 0.03734599400105435]",177
0x7e73ccc793e2448c4510249e71de9aee4442d7dd,632,-0.1151,NO_EDGE,Chillz,1725050.410271,39627.280192,125,-0.244,-0.1896,-0.1706,-0.0575,-0.1706,-0.1336,0.001324,IMPROVING,"[-0.16995030209730932, -0.17187320693469857, -0.1737898312085349, -0.17459740029955842, -0.17540350118281797, -0.17496818510141146, -0.1745338979558944, -0.17410063493828903, -0.17366839127292505, -0.1732371622161585]",178
0x2f7288f375edf1d2215b3f2ffcd8bc2ec499aed4,951,-0.1291,NO_EDGE,,534958.27698,19305.366694,14,0.3783,0.029,-0.227,-0.2755,-0.1066,0.2749,-0.003664,DETERIORATING,"[-0.2029027620246963, -0.20559187071004767, -0.20826958732794082, -0.21097490227646956, -0.2136685700363844, -0.2163697670190497, -0.2190593229550792, -0.22173944898682962, -0.22440609303146025, -0.2270614752033406]",179
0xd4bdd615fbdadce5ad3a338e0915216848e3fb25,722,-0.1398,NO_EDGE,,115531.75048,3830.564252,79,-0.103,-0.028,-0.0923,-0.1081,-0.1164,-0.9773,-4e-05,DETERIORATING,"[-0.11708827341762984, -0.11569527498554297, -0.11309669512683145, -0.1441071211045483, -0.14287826933559455, -0.1410237239924644, -0.13918004793161828, -0.1373471077446079, -0.13594220417814729, -0.1345654219515085]",180
